,Subsystem,p-Value,recall,target_lenght
33,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism,5.8829734472150155e-09,1.0,1.0
49,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis,6.968629415558799e-09,0.9090909090909091,0.9090909090909091
56,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis,6.968629415558799e-09,0.9090909090909091,0.9090909090909091
54,S_Methionine_Metabolism,2.2024459688805892e-08,0.7857142857142857,0.7857142857142857
36,S_Arginine_and_Proline_Metabolism,3.115532408662015e-08,0.5517241379310345,0.5517241379310345
59,S_Histidine_Metabolism,3.5626172086114484e-08,0.7058823529411765,0.7058823529411765
12,S_Aromatic_Compounds_Degradation__Homogentisate_pathway,4.8567311252194085e-08,1.0,1.0
44,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,1.4391567493213846e-07,0.5357142857142857,0.5357142857142857
38,S_Alanine_and_Aspartate_Metabolism,2.569767632577455e-07,0.8181818181818182,0.8181818181818182
71,S_Butanoate_Metabolism,3.900420136920268e-07,0.8888888888888888,0.8888888888888888
70,S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis,4.004281136920512e-07,1.0,1.0
30,S_Glycine__Serine_and_threonine_metabolism,4.3853365305956395e-07,0.5652173913043478,0.5652173913043478
62,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,4.475984435117909e-07,0.7142857142857143,0.7142857142857143
32,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism,9.123165416892475e-07,0.45714285714285713,0.45714285714285713
9,S_Transport__Inner_Membrane,2.7796318757144843e-06,0.2713178294573643,0.2713178294573643
61,S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate,5.696603960659142e-06,0.7272727272727273,0.7272727272727273
41,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis,1.152039474054764e-05,0.7777777777777778,0.7777777777777778
19,S_Gluconeogenesis,1.4774455551416034e-05,0.6,0.6
63,S_Pentose_Phosphate_Pathway,2.0677514564222427e-05,0.8571428571428571,0.8571428571428571
83,S_Alternate_Carbon__Ribose_Metabolism,2.711373262185062e-05,1.0,1.0
26,Unassigned,4.981305008008052e-05,0.34,0.34
8,S_Fatty_Acid_Metabolism,0.00018104455043440205,0.43478260869565216,0.43478260869565216
67,S_Glyoxylate_and_dicarboxylate_metabolism,0.00018135879673121,0.5833333333333334,0.5833333333333334
80,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism,0.00019931830171263435,0.6666666666666666,0.6666666666666666
6,S_Cofactor_and_Prosthetic_Group_Biosynthesis___Pyrroloquinoline_quinone_biosynthesis,0.00022267703600810853,1.0,1.0
79,S_Nucleotide_Salvage_Pathway,0.00022267703600810853,1.0,1.0
69,S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_,0.00022267703600810853,1.0,1.0
72,S_Cofactor_and_Prosthetic_Group_Biosynthesis__FeS_clusters_metabolism,0.0004599943905323701,0.7142857142857143,0.7142857142857143
14,S_PHAs_Metabolism,0.0008815687198280805,0.5454545454545454,0.5454545454545454
13,S_Valine__Leucine__and_Isoleucine_Metabolism,0.0009698617899779552,0.391304347826087,0.391304347826087
34,S_Sulfur_Metabolism,0.0015773580489914629,0.4,0.4
15,S_Urea_cycleamino_group_metabolism,0.0016819401357849224,0.4375,0.4375
42,S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism,0.002722397504692034,0.6666666666666666,0.6666666666666666
68,S_Pyruvate_Metabolism,0.004018953633456584,0.5,0.5
2,S_Transport__Outer_Membrane,0.009154540504634448,0.2777777777777778,0.2777777777777778
22,S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism,0.014995252593635216,0.38461538461538464,0.38461538461538464
11,S_Glycolysis,0.021231892352168925,0.2916666666666667,0.2916666666666667
1,S_Transport__ABC_system,0.024450001841269133,0.17834394904458598,0.17834394904458598
4,S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism,0.04373484963118916,0.42857142857142855,0.42857142857142855
73,S_Plant_growth_promoting,0.0758225779709628,0.5,0.5
82,S_Inorganic_polyphosphates_metabolism,0.0758225779709628,0.5,0.5
65,S_Starch_and_Sucrose_Metabolism,0.08180246581639437,0.2857142857142857,0.2857142857142857
66,S_Cofactor_and_Prosthetic_Group_Biosynthesis,0.11631320204549442,0.4,0.4
45,Biomass and maintenance functions,0.1223939611790079,1.0,1.0
16,S_Alternate_Carbon,0.3035658247036587,0.2222222222222222,0.2222222222222222
39,S_Heavy_Metal_Tolerance,0.5159870754271095,0.13636363636363635,0.13636363636363635
52,S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom,0.7222072033177456,0.1,0.1
75,S_Xenobiotic_tolerance,0.7624822281780212,0.09090909090909091,0.09090909090909091
21,S_Alginate_biosynthesis,0.7917115467628035,0.08695652173913043,0.08695652173913043
37,S_tRNA_Charging,0.8454038090267645,0.07692307692307693,0.07692307692307693
81,S_Phosphonate_and_phosphinate_metabolism,1.0,0.0,0.0
84,Murein Recycling,1.0,0.0,0.0
85,S_Alternate_Carbon__Levulinate_Metabolism,1.0,0.0,0.0
78,S_Nitrogen_Metabolism,1.0,0.0,0.0
43,S_Aromatic_Compounds_Degradation__Toluene_Pathway,1.0,0.0,0.0
64,S_Aromatic_Compounds_Degradation__Gallic_acid_Metabolism,1.0,0.0,0.0
60,S_Alternate_Carbon__Fructose_Metabolism,1.0,0.0,0.0
50,S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism,1.0,0.0,0.0
48,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis,1.0,0.0,0.0
86,Aliphatic open-chain ketones metabolism,1.0,0.0,0.0
31,S_Transport__solvent_extrusion,1.0,0.0,0.0
23,S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism,1.0,0.0,0.0
20,S_Alternate_Carbon__Propanoate_Metabolism,1.0,0.0,0.0
7,S_Alternate_Carbon_and_Nitrogen_source__Hydroxy_proline_metabolism,1.0,0.0,0.0
3,S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism,1.0,0.0,0.0
74,S_Aromatic_Compounds_Degradation__Nicotinic_acid_pathway,1.0,0.0,0.0
87,S_Alternate_Carbon__Butanediol_Metabolism,1.0,0.0,0.0
