,Subsystem,p-Value,recall,target_lenght
84,S_Cofactor_and_Prosthetic_Group_Biosynthesis__FeS_clusters_metabolism,0.0017089568117640778,0.875,8.0
43,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis,0.002372845001223927,0.7142857142857143,14.0
73,S_Alternate_Carbon__Ribose_Metabolism,0.0030119356023405684,1.0,5.0
24,S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_,0.0030119356023405684,1.0,5.0
5,S_Glycine__Serine_and_threonine_metabolism,0.005130429343364037,0.6666666666666666,15.0
69,S_Starch_and_Sucrose_Metabolism,0.005130429343364037,0.6666666666666666,15.0
80,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,0.005130429343364037,0.6666666666666666,15.0
15,S_Arginine_and_Proline_Metabolism,0.011693543285936855,0.5357142857142857,28.0
4,S_Alanine_and_Aspartate_Metabolism,0.014171983245015484,0.75,8.0
68,S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis,0.026201343450056282,0.45098039215686275,51.0
45,S_Glyoxylate_and_dicarboxylate_metabolism,0.027450962110010677,0.6363636363636364,11.0
23,S_Urea_cycleamino_group_metabolism,0.03471959610224625,0.7142857142857143,7.0
58,S_Pentose_Phosphate_Pathway,0.03471959610224625,0.7142857142857143,7.0
83,S_Butanoate_Metabolism,0.08160849071236957,0.6666666666666666,6.0
88,S_Cofactor_and_Prosthetic_Group_Biosynthesis,0.09422773778892622,0.75,4.0
26,Biomass and maintenance functions,0.09422773778892622,0.75,4.0
72,S_Heavy_Metal_Tolerance,0.09448547539935422,0.4375,32.0
13,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism,0.1742503210725489,0.5,10.0
16,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism,0.1807310758906754,0.39473684210526316,38.0
19,S_Cysteine_Metabolism,0.2192884161874373,0.5,8.0
63,S_Methionine_Metabolism,0.2546438758060096,0.42857142857142855,14.0
82,S_Formaldehyde_Metabolism,0.2811894905756414,0.5,6.0
17,S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism,0.3723953929149051,0.5,4.0
37,S_Alternate_Carbon__Propanoate_Metabolism,0.3839863458629718,0.42857142857142855,7.0
65,S_Lysine_Metabolism,0.4682478266122798,0.3333333333333333,33.0
6,Intracellular source/sink,0.5289721337228216,0.5,2.0
50,S_Aromatic_Compounds_Degradation__Homogentisate_pathway,0.6089947463554364,0.3333333333333333,6.0
71,S_Nucleotide_Salvage_Pathway,0.6089947463554364,0.3333333333333333,6.0
29,S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism,0.7419350192735172,0.26666666666666666,15.0
54,S_Glycerophospholipid_Metabolism,0.7663512063395577,0.2903225806451613,155.0
48,S_Sulfur_Metabolism,0.8930904761272555,0.21739130434782608,23.0
51,S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism,0.8953429004784452,0.2,15.0
46,S_Pyruvate_Metabolism,0.8956902917593577,0.16666666666666666,6.0
11,S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism,0.9851193545185728,0.175,40.0
35,S_Alternate_Carbon,0.992587974898156,0.07692307692307693,13.0
39,S_Iron_uptake_and_metabolism,0.9965868657393137,0.18421052631578946,76.0
64,Unassigned,0.9970070909487188,0.14285714285714285,42.0
3,S_tRNA_Charging,0.998054698660227,0.08695652173913043,23.0
85,S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism,0.9986161334837387,0.08333333333333333,24.0
36,Intracellular demand,0.9990812035522625,0.0967741935483871,31.0
2,S_Transport__ABC_system,0.9998662692319942,0.18248175182481752,137.0
52,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,0.999946507322059,0.038461538461538464,26.0
57,S_Aromatic_Compounds_Degradation__Toluene_Pathway,0.9999883324936216,0.03333333333333333,30.0
44,S_Transport__Inner_Membrane,0.9999997767788618,0.17050691244239632,217.0
55,S_Fatty_Acid_Metabolism,0.9999998333628604,0.16666666666666666,210.0
41,S_Alternate_Carbon__Fructose_Metabolism,1.0,0.0,3.0
34,S_Aromatic_Compounds_Degradation__Nicotinic_acid_pathway,1.0,0.0,6.0
87,S_Plant_growth_promoting,1.0,0.0,4.0
10,S_Transport__Outer_Membrane,1.0,0.0695364238410596,302.0
42,Murein Recycling,1.0,0.0,2.0
18,S_Alternate_Carbon__Levulinate_Metabolism,1.0,0.0,8.0
75,Aliphatic open-chain ketones metabolism,1.0,0.0,5.0
74,S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom,1.0,0.0,13.0
33,S_Nitrogen_Metabolism,1.0,0.0,4.0
49,S_Alginate_biosynthesis,1.0,0.0,40.0
89,S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism,1.0,0.0,3.0
21,S_Phosphonate_and_phosphinate_metabolism,1.0,0.0,4.0
25,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis,1.0,0.0,13.0
47,S_Xenobiotic_tolerance,1.0,0.0,11.0
28,S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism,1.0,0.0,9.0
60,Extracellular exchange,1.0,0.07758620689655173,348.0
31,S_Alternate_Carbon_and_Nitrogen_source__Hydroxy_proline_metabolism,1.0,0.0,3.0
32,S_Transport__solvent_extrusion,1.0,0.0,26.0
76,S_Alternate_Carbon__Butanediol_Metabolism,1.0,0.0,2.0
90,S_Aromatic_Compounds_Degradation__Gallic_acid_Metabolism,1.0,0.0,4.0
