,Subsystem,p-Value,recall,target_lenght
40,S_Pyrimidine_Metabolism,0.016237595328067733,0.2,0.2
71,S_Butanoate_Metabolism,0.02102735025319226,0.3333333333333333,0.3333333333333333
80,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism,0.02102735025319226,0.3333333333333333,0.3333333333333333
66,S_Cofactor_and_Prosthetic_Group_Biosynthesis,0.04272848988798392,0.4,0.4
44,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,0.04291223473068697,0.17857142857142858,0.17857142857142858
36,S_Arginine_and_Proline_Metabolism,0.048980832510042566,0.1724137931034483,0.1724137931034483
3,S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism,0.06115851460888427,0.3333333333333333,0.3333333333333333
62,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,0.07021809338336557,0.21428571428571427,0.21428571428571427
43,S_Aromatic_Compounds_Degradation__Toluene_Pathway,0.07027318475916607,1.0,1.0
68,S_Pyruvate_Metabolism,0.1525768757195712,0.2,0.2
27,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism,0.1525768757195712,0.2,0.2
18,S_Cell_Envelope_Biosynthesis,0.1620445239368225,0.15,0.15
38,S_Alanine_and_Aspartate_Metabolism,0.17821799770658853,0.18181818181818182,0.18181818181818182
67,S_Glyoxylate_and_dicarboxylate_metabolism,0.20444739250850702,0.16666666666666666,0.16666666666666666
30,S_Glycine__Serine_and_threonine_metabolism,0.21677145035914833,0.13043478260869565,0.13043478260869565
22,S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism,0.23105645041307316,0.15384615384615385,0.15384615384615385
76,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis,0.23105645041307316,0.15384615384615385,0.15384615384615385
79,S_Nucleotide_Salvage_Pathway,0.2528874794746197,0.25,0.25
0,S_Fatty_Acid__Biosynthesis,0.2551157586354983,0.12,0.12
55,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis,0.25786284325135783,0.14285714285714285,0.14285714285714285
57,S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis,0.25786284325135783,0.14285714285714285,0.14285714285714285
35,S_Iron_uptake_and_metabolism,0.3010062205023866,0.09615384615384616,0.09615384615384616
42,S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism,0.3542809693237576,0.16666666666666666,0.16666666666666666
70,S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis,0.39970668738680365,0.14285714285714285,0.14285714285714285
72,S_Cofactor_and_Prosthetic_Group_Biosynthesis__FeS_clusters_metabolism,0.39970668738680365,0.14285714285714285,0.14285714285714285
41,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis,0.48121716383317387,0.1111111111111111,0.1111111111111111
13,S_Valine__Leucine__and_Isoleucine_Metabolism,0.4878972686467552,0.08695652173913043,0.08695652173913043
29,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,0.5108146976605161,0.08333333333333333,0.08333333333333333
58,S_Formaldehyde_Metabolism,0.5832512117037659,0.08333333333333333,0.08333333333333333
65,S_Starch_and_Sucrose_Metabolism,0.6398883083672191,0.07142857142857142,0.07142857142857142
15,S_Urea_cycleamino_group_metabolism,0.688845289940248,0.0625,0.0625
51,S_Oxidative_Phosphorylation,1.0,0.0,0.0
19,S_Gluconeogenesis,1.0,0.0,0.0
17,S_TCA_Cycle,1.0,0.0,0.0
78,S_Nitrogen_Metabolism,1.0,0.0,0.0
12,S_Aromatic_Compounds_Degradation__Homogentisate_pathway,1.0,0.0,0.0
82,S_Inorganic_polyphosphates_metabolism,1.0,0.0,0.0
83,S_Alternate_Carbon__Ribose_Metabolism,1.0,0.0,0.0
11,S_Glycolysis,1.0,0.0,0.0
6,S_Cofactor_and_Prosthetic_Group_Biosynthesis___Pyrroloquinoline_quinone_biosynthesis,1.0,0.0,0.0
77,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis,1.0,0.0,0.0
20,S_Alternate_Carbon__Propanoate_Metabolism,1.0,0.0,0.0
69,S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_,1.0,0.0,0.0
50,S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism,1.0,0.0,0.0
33,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism,1.0,0.0,0.0
63,S_Pentose_Phosphate_Pathway,1.0,0.0,0.0
86,Aliphatic open-chain ketones metabolism,1.0,0.0,0.0
61,S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate,1.0,0.0,0.0
60,S_Alternate_Carbon__Fructose_Metabolism,1.0,0.0,0.0
59,S_Histidine_Metabolism,1.0,0.0,0.0
56,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis,1.0,0.0,0.0
45,Biomass and maintenance functions,1.0,0.0,0.0
47,S_Glutamate_Metabolism,1.0,0.0,0.0
49,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis,1.0,0.0,0.0
25,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis,1.0,0.0,0.0
87,S_Alternate_Carbon__Butanediol_Metabolism,1.0,0.0,0.0
